,publisher,genres,title,price,id,developer,release_year
98155,"postpunkpl, atabiszewski","['Action', 'Casual', 'Indie']",Omnom Necropolis,2.99,622890.0,"postpunkpl,atabiszewski",2017
98156,Devdan Games,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Aerial Destruction,3.99,592730.0,Devdan Games,2017
98158,"LEVER Software, Enjoy Games","['Adventure', 'Indie', 'RPG']",Mystery Mine,3.99,567170.0,LEVER Software,2017
98159,SadFish,"['Casual', 'Indie', 'Early Access']",Stickmageddon,0.99,581710.0,SadFish,2017
98160,BKOM Studios,"['Indie', 'Strategy']",Little Lords of Twilight,5.99,625010.0,BKOM Studios,2017
98162,Apapappa Games,"['Action', 'Adventure', 'Indie']",Journey of Johann,7.99,625630.0,Apapappa Games,2017
98166,"Delusion Arts Entertainment, LLC",['Indie'],The Falling Nights ®,9.99,629360.0,"Delusion Arts Entertainment, LLC",2017
98167,Magnolia Art,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Polygon Attack OST,0.99,639080.0,Magnolia Art,2017
98168,D'Avekki Studios Ltd,"['Adventure', 'Casual', 'Indie', 'Simulation']",The Infectious Madness of Doctor Dekker,8.99,545540.0,D'Avekki Studios Ltd,2017
98171,Grip Digital,"['Action', 'Adventure', 'Casual', 'Indie']",Skylar &amp; Plux: Adventure On Clover Island,14.99,452540.0,"Right Nice Games,Grip Digital",2017
98173,Lewis Bergin,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Three Days,4.99,375580.0,"Lewis Bergin,GorePixelGames",2017
98174,NukGames,"['Action', 'Adventure', 'Casual', 'Indie']",Cyberhunt: Original Soundtrack,0.99,636880.0,NukGames,2017
98175,NukGames,"['Action', 'Adventure', 'Casual', 'Indie']",Cyberhunt,0.99,636150.0,NukGames,2017
98178,MadGearGames,"['Action', 'Indie']",A Hole New World,9.99,434160.0,MadGearGames,2017
98180,MadGearGames,"['Action', 'Indie']",A Hole New World - Soundtrack,4.99,602260.0,MadGearGames,2017
98183,Big Fish Games,"['Adventure', 'Casual']",Haunted Hotel II: Believe the Lies,6.99,631270.0,Special Bit,2017
98184,Voided Pixels,"['Action', 'Adventure', 'Indie']",The Superfluous,4.99,507120.0,Voided Pixels,2017
98189,AlternativaPlatform,"['Action', 'Free to Play', 'Massively Multiplayer']",Tanki X: Antaeus Skirmisher,24.99,639532.0,AlternativaPlatform,2017
98190,AlternativaPlatform,"['Action', 'Free to Play', 'Massively Multiplayer']",Tanki X: Mercenary Flamethrower,5.99,639530.0,AlternativaPlatform,2017
98191,AlternativaPlatform,"['Action', 'Free to Play', 'Massively Multiplayer']",Tanki X: Antaeus Marksman,12.99,639531.0,AlternativaPlatform,2017
98193,Big Fish Games,"['Adventure', 'Casual']",Redemption Cemetery: The Island of the Lost Collector's Edition,9.99,631280.0,ERS G Studios,2017
98194,Ticklersoft,"['Sports', 'Early Access']",Table Football Pro,1.99,623900.0,Ticklersoft,2017
98195,Cult Software,"['Adventure', 'Strategy', 'Early Access']",The Wanderer,4.99,530860.0,Cult Software,2017
98196,Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Douglas B-66 Destroyer Add-On,12.99,609820.0,Virtavia,2017
98197,Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Falcon 7X Add-On,29.99,494529.0,Wilco,2017
98198,Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Consolidated B-24 Liberator Add-On,16.99,602818.0,Virtavia,2017
98199,10tons Ltd,['RPG'],Spellspire,9.99,626580.0,10tons Ltd,2017
98202,brutalsoft,"['Action', 'Indie', 'Early Access']",Invasion,4.99,622810.0,brutalsoft,2017
98203,Creative Bytes Studios,"['Adventure', 'Indie']",Embers of Mirrim,19.99,596080.0,Creative Bytes Studios,2017
98204,Kaia Studios,"['Action', 'Indie']",Dynasty Feud,14.99,493180.0,Kaia Studios,2017
98205,Juggernaut Games,"['Adventure', 'Indie', 'RPG']",StarCrawlers,19.99,318970.0,Juggernaut Games,2017
98206,Ubisoft,"['Racing', 'Sports']",Trackmania² Lagoon,19.99,600720.0,Nadeo,2017
98207,Iceberg Interactive,"['Action', 'RPG', 'Simulation', 'Strategy']",Starpoint Gemini Warlords,34.99,419480.0,Little Green Men Games,2017
98208,Activision,"['Action', 'Adventure']",Call of Duty®: Infinite Warfare - Ken Jeong VO Pack,3.99,593273.0,Infinity Ward,2017
98209,Iceberg Interactive,"['Action', 'RPG', 'Simulation', 'Strategy']",Starpoint Gemini Warlords - Upgrade to Digital Deluxe,6.99,639570.0,Little Green Men Games,2017
98210,astragon Entertainment GmbH,['Simulation'],Bus Simulator 16 - MAN Lion's City CNG Pack,4.99,609880.0,stillalive studios,2017
98212,rokaplay,['Casual'],Ricky Raccoon,6.99,632820.0,Makivision Games,2017
98213,Kakao Games Europe B.V.,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Black Desert Online,9.99,582660.0,Pearl Abyss,2017
98214,"KOEI TECMO GAMES CO., LTD.",['Action'],SAMURAI WARRIORS: Spirit of Sanada - Exclusive Costumes,0.0,595750.0,"KOEI TECMO GAMES CO., LTD.",2017
98216,Kakao Games Europe B.V.,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Black Desert Online - Traveler's Package,20.0,624370.0,Pearl Abyss,2016
98217,Kakao Games Europe B.V.,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Black Desert Online - Explorer's Package,40.0,624371.0,Pearl Abyss,2016
98218,Big Fish Games,"['Adventure', 'Casual']",Calavera: Day of the Dead Collector's Edition,9.99,638240.0,Taba Games,2017
98219,Bitten Toast Games Inc.,"['Action', 'Casual', 'Indie']",Spacecats with Lasers : The Outerspace,2.99,562310.0,"Bitten Toast Games Inc.,Guilherme Cunha,Thiago Adamo,Daniel Snd",2017
98228,Walter Machado,"['Action', 'Indie']",UBERMOSH Vol.5,0.99,640380.0,Walter Machado,2017
98231,Nanoleptic Games,"['Action', 'Indie', 'Strategy', 'Early Access']",Soul Harvest,12.99,425260.0,Nanoleptic Games,2017
98232,Matthew Brown,"['Casual', 'Indie', 'Strategy']",CrossCells,2.99,632000.0,Matthew Brown,2017
98233,Trion Worlds,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Devilian - Fallen Nightmare Pack,99.99,642160.0,Bluehole Ginno Games,2017
98234,Michał Brzozowski,"['RPG', 'Strategy']",KeeperRL Official Soundtrack,2.99,635540.0,"Krzysztof Łoza,Marcin Brzozowski",2017
98236,REX PEX GAMES,"['Casual', 'Indie']",Timen runner,0.99,623550.0,REX PEX GAMES,2017
98237,Milkstone Studios,"['Adventure', 'Indie']",White Noise 2 - Corey &amp; Shaira,1.99,638460.0,Milkstone Studios,2017
98238,Big Fish Games,"['Adventure', 'Casual']",Sea of Lies: Nemesis Collector's Edition,9.99,638250.0,Eipix Entertainment,2017
98239,Sacada,"['Casual', 'Strategy']",LOGistICAL - USA - California,7.99,638810.0,Sacada,2017
98241,Dark Light Studio,"['Action', 'Adventure', 'Indie', 'Early Access']",Edge of Hearts,1.99,635000.0,Re:Lab,2017
98244,Aleksandr Golovkin,"['Indie', 'Strategy']",50 years,4.99,502740.0,Aleksandr Golovkin,2017
98245,DynF/X Digital,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Solaroids: Prologue,5.99,602080.0,DynF/X Digital,2017
98246,Interplay Entertainment Corp.,"['Adventure', 'RPG']",Dragon Wars,9.99,624070.0,Interplay Entertainment Corp.,1990
98250,Bethesda Softworks,"['Massively Multiplayer', 'RPG']",The Elder Scrolls Online - Morrowind,39.99,582880.0,Zenimax Online Studios,2017
98252,LR Studio,"['Adventure', 'Free to Play', 'Indie', 'RPG']",Confess My Love,0.0,637850.0,LR Studio,2017
98254,Vulture Strike,"['Action', 'Indie']",Vulture Strike,8.99,635590.0,Vulture Strike,2017
98256,Three Fields Entertainment,['Action'],Danger Zone,14.99,604740.0,Three Fields Entertainment,2017
98257,crowgames UG (haftungsbeschränkt),"['Action', 'Indie', 'Early Access']",The Crowded Party Game Collection,7.99,618640.0,crowgames UG (haftungsbeschränkt),2017
98259,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MXGP3 - The Official Motocross Videogame,49.99,561600.0,Milestone S.r.l.,2017
98261,Berzerk Studio,"['Casual', 'Free to Play', 'Indie', 'Strategy']",Zombidle : REMONSTERED,0.0,612020.0,Berzerk Studio,2017
98263,Badland Games,"['Adventure', 'Indie']",Illusoria,9.99,614140.0,Under The Bridge,2017
98264,Binary Soul,"['Adventure', 'Indie']",Sorgina: A Tale of Witches,9.99,627420.0,Binary Soul,2017
98270,THQ Nordic,"['Indie', 'RPG', 'Strategy']",Lock's Quest,14.99,490080.0,Digital Continue,2017
98272,THQ Nordic,"['Indie', 'RPG', 'Strategy']",Lock's Quest Soundtrack,4.99,646490.0,Digital Continue,2017
98273,Tripwire Interactive,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",Rising Storm 2: Vietnam,24.99,418460.0,"Antimatter Games,Tripwire Interactive",2017
98274,Tripwire Interactive,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",Rising Storm 2: Vietnam - Digital Deluxe,5.0,629750.0,"Antimatter Games,Tripwire Interactive",2017
98275,Stegalosaurus Game Development,"['Adventure', 'Indie', 'RPG']",Super Army of Tentacles 3: The Search for Army of Tentacles 2,10.99,592200.0,Stegalosaurus Game Development,2017
98276,Daedalic Entertainment,"['Indie', 'RPG', 'Simulation', 'Strategy']",The Long Journey Home,39.99,366910.0,Daedalic Studio West,2017
98281,Studio HK,"['Action', 'Casual', 'Indie']",Too Many Weapons,9.99,646280.0,Studio HK,2017
98283,SmileBoom Co.Ltd.,"['Design &amp; Illustration', 'Web Publishing']",SMILE GAME BUILDER Jacob’s Monster Pack Volume 1,29.99,645170.0,Jacob Mann,2017
98284,N3V Games,['Simulation'],TANE DLC: Shortline Railroad,5.99,643420.0,N3V Games,2017
98285,R8 Games Ltd,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",Formula Fusion,19.99,389670.0,R8 Games Ltd,2017
98286,Rubicon Development,"['Indie', 'Strategy']",Epic Little War Game,4.99,597200.0,Rubicon Development,2017
98287,Beldarak Games,"['Action', 'Indie', 'RPG']",Myrne: The Quest,8.99,589470.0,Beldarak Games,2017
98292,RedFox Games,"['Free to Play', 'Massively Multiplayer']",Legend of Ares,0.0,536950.0,Bono Games,2017
98293,"Atomic Fabrik , Cristian Manolachi","['Adventure', 'Casual', 'Indie']",Lamp Head,1.99,603030.0,Oriplay,2017
98294,Wastebasket Games,"['Action', 'Indie', 'RPG', 'Early Access']",Shotgun Legend,4.99,597230.0,Jonathan Tindell,2018
98295,Aerosoft GmbH,['Simulation'],Notruf 112 - KEF - Das Kleineinsatzfahrzeug,14.99,630850.0,Crenetic GmbH Studios,2017
98300,PolyDigital,"['Indie', 'Sports']",Bunny Hop League - Map Pack 1,1.99,640670.0,PolyDigital,2017
98301,BANDAI NAMCO Entertainment,"['Action', 'Sports']",TEKKEN 7,49.99,389730.0,BANDAI NAMCO Studios Inc.,2017
98302,BANDAI NAMCO Entertainment,"['Action', 'Sports']",TEKKEN 7 - Season Pass,24.99,580020.0,BANDAI NAMCO Studios Inc.,2017
98308,Sacada,"['Casual', 'Strategy']",LOGistICAL - USA - Hawaii,1.99,635762.0,Sacada,2017
98309,"DarkSun Studio, Gamera Game","['Adventure', 'Casual', 'Indie', 'Racing']",Endless Winter,7.99,617690.0,DarkSun Studio,2017
98310,Boomzap Entertainment,['Casual'],Rescue Quest Gold,9.99,618370.0,Boomzap Entertainment,2017
98311,Digital Tribe,"['Indie', 'Strategy']",Navalia,12.99,551630.0,Luotsi Entertainment,2017
98312,Big Fish Games,"['Adventure', 'Casual']",Grim Facade: Sinister Obsession Collector’s Edition,9.99,638290.0,ERS G Studios,2017
98313,GrabTheGames,"['Adventure', 'Indie']",Sentience: The Android's Tale,3.99,635850.0,Pilgrim Adventures,2017
98316,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Seraph Circle Sideview Battler Pack 1,9.99,646550.0,"KADOKAWA,Yoji Ojima",2017
98317,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Seraph Circle Sideview Battler Pack 1,9.99,646560.0,KADOKAWA,2017
98319,THQ Nordic,"['Action', 'RPG']",Silver,5.99,606680.0,"Infogrames,Spiral House,THQ Nordic",1999
98320,Nival,['Strategy'],Blitzkrieg 3,19.99,235380.0,Nival,2017
98321,rokaplay,['Casual'],Ricky Raccoon 2 - Adventures in Egypt,6.99,636030.0,rokaplay,2017
98323,Tibith,"['Action', 'Casual', 'Indie']","Don't Tax Me, Bro!",2.99,639450.0,Tibith,2017
98325,Unruly Attractions,"['Action', 'Indie', 'Sports', 'Early Access']",WarpBall,8.99,400570.0,Unruly Attractions,2017
98328,Greyman Studios,"['Adventure', 'Casual', 'Indie']",xoEl Empire,5.99,589270.0,Greyman Studios,2017
98329,Blue Blaze Gaming,"['Indie', 'Simulation', 'Strategy']",Star Fleet Armada Rogue Adventures,9.99,459610.0,Blue  Blaze Gaming,2017
98330,Interplay Entertainment Corp.,"['Action', 'Adventure']",Redneck Rampage Rides Again,9.99,580940.0,Xatrix Entertainment,1997
98331,Fermenter Games,"['Action', 'Indie']",Neighborhorde,4.99,446760.0,Fermenter Games,2017
98332,"KOEI TECMO GAMES CO., LTD.",['Action'],SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 1,0.99,595751.0,"KOEI TECMO GAMES CO., LTD.",2017
98333,"KOEI TECMO GAMES CO., LTD.",['Action'],SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 2,0.99,595752.0,"KOEI TECMO GAMES CO., LTD.",2017
98334,"KOEI TECMO GAMES CO., LTD.",['Action'],SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 4,0.99,595754.0,"KOEI TECMO GAMES CO., LTD.",2017
98335,"KOEI TECMO GAMES CO., LTD.",['Action'],SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 3,0.99,595753.0,"KOEI TECMO GAMES CO., LTD.",2017
98336,Team D-13,"['Action', 'Indie']",Monolith,7.99,603960.0,Team D-13,2017
98337,Acuze Interactives,"['Action', 'Adventure', 'Indie']",Bunker 58,1.99,585860.0,Acuze Interactives,2017
98339,Arc System Works,['Simulation'],New Frontier Days ~Founding Pioneers~,9.99,570790.0,Arc System Works,2017
98341,Trion Worlds,"['Free to Play', 'Massively Multiplayer', 'RPG']",ArcheAge - Erenor Eternal Starter Pack,19.99,647860.0,XLGAMES,2017
98342,Black Sheep Games,"['Action', 'Casual', 'Indie', 'Strategy']",Galactic Missile Defense,1.99,388550.0,Black Sheep Games,2017
98344,Gamious,"['Casual', 'Indie']",Lines,4.99,458540.0,Gamious,2017
98345,Buka Entertainment,"['Casual', 'Indie', 'Simulation', 'Strategy']",Weather Lord,4.99,637920.0,"Yustas Game Studio,Alawar Entertainment",2017
98346,Buka Entertainment,"['Casual', 'Indie', 'Simulation', 'Strategy']",Weather Lord: Hidden Realm,4.99,637930.0,"Yustas Game Studio,Alawar Entertainment",2017
98347,Buka Entertainment,"['Casual', 'Indie', 'Simulation', 'Strategy']",Weather Lord: In Search of the Shaman,4.99,637940.0,"Yustas Game Studio,Alawar Entertainment",2017
98348,Dovetail Games - Trains,['Simulation'],Train Simulator: DB BR 101 Loco Add-On,19.99,448194.0,virtualRailroads,2017
98350,Big Fish Games,"['Adventure', 'Casual']",Royal Detective: Queen of Shadows Collector's Edition,9.99,647850.0,Elephant Games,2017
98352,Microids Indie,"['Adventure', 'Indie']",Gevaudan,2.99,636520.0,Nicolas Bernard,2017
98353,Dovetail Games,['Simulation'],TS Marketplace: Zacns Wagon Pack 02 Add-On,4.99,513118.0,Skyhook Games,2017
98356,Vyacheslav Shilikhin,"['Action', 'Adventure', 'Indie', 'RPG']",Fight or Die 2,2.99,631530.0,Vyacheslav Shilikhin,2017
98357,Tale Studios,"['Action', 'Casual', 'Indie', 'Racing']",Breaking Fast,9.99,523870.0,Tale Studios,2017
98359,Artifex Mundi,"['Adventure', 'Casual']",Scarlett Mysteries: Cursed Child,9.99,615350.0,World-Loom,2017
98361,Strategy First,['Adventure'],Murder In Tehran's Alleys 1933,9.99,630170.0,RSK Entertainment,2017
98363,Sillysoft Games,"['Indie', 'Strategy']",Lux Alliance,9.99,595660.0,Sillysoft Games,2017
98364,Web Interactive Solutions,"['Action', 'Indie', 'Simulation', 'Strategy']",Zulu Response,14.99,401250.0,Web Interactive Solutions,2017
98365,"Green Willow Games, LLC","['Adventure', 'Casual', 'Indie']","Gray Skies, Dark Waters",6.99,543070.0,"Green Willow Games, LLC",2017
98366,Tom Heek,"['Adventure', 'Casual']",Subject A-119,4.99,530820.0,Tom Heek,2017
98368,SilentFuture,"['Action', 'Indie']",Crush,11.99,588880.0,VIS-Games,2017
98369,sleepy macaw,"['Casual', 'Indie']",Adjacency,2.99,601920.0,sleepy macaw,2017
98370,HexWar Games,['Strategy'],Tank Battle: Normandy,9.99,374940.0,HexWar Games,2017
98371,Curve Digital,"['Action', 'Indie']",Jump Stars,9.99,486990.0,Jamit Games,2017
98372,SakuraGame,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",The Vagrant,3.99,598700.0,O.T.K Games,2017
98374,KISS ltd,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Mosaics,9.99,359340.0,DL Softworks,2017
98376,WOLFCODER WORKSHOP LLC,"['Indie', 'RPG', 'Early Access']",LandTraveller,14.99,522130.0,WolfCoder Workshop,2017
98377,Gamestorming,"['Action', 'Adventure', 'Indie']",Face It - A game to fight inner demons,3.99,364050.0,"Tlön Studios,Ilex Games",2017
98378,Träumendes Mädchen,"['Casual', 'Free to Play', 'Indie']",Ambre - a heartbreaking kinetic novel,0.0,623840.0,Träumendes Mädchen,2017
98391,Try This At Home,"['Action', 'Adventure', 'Indie']",Extra Terrestrial Perception,1.99,629210.0,Try This At Home,2017
98395,Big Fish Games,"['Adventure', 'Casual']",Riddles of Fate: Into Oblivion Collector's Edition,9.99,647900.0,Elephant Games,2017
98396,3Division,"['Action', 'Casual', 'Indie', 'Simulation']",Air Missions: HIND,16.99,423490.0,3Division,2016
98397,Ronimo Games,"['Action', 'Free to Play', 'Indie', 'Strategy']",Awesomenauts - Bullbarian Deadlift Skin,5.99,557003.0,Ronimo Games,2017
98399,Nova Dimension,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Pilam Sky,7.99,611960.0,"Lazer Guss Studio,Nova Dimension",2017
98401,Fruitbat Factory,"['Action', 'Indie']",Neko Navy,10.99,592270.0,DeathMofuMofu,2017
98402,Nucleax,"['Action', 'Indie']",DC Wonder: Unlimited,4.99,652160.0,Nucleax,2017
98404,Team B.R.O.S.,"['Action', 'Free to Play', 'Indie', 'Strategy']",RoBros,0.0,647000.0,Team B.R.O.S.,2017
98405,Degica,['Adventure'],Symphonic Rain,39.99,629650.0,KOGADO STUDIO,2017
98406,Razbury Games,"['Adventure', 'Indie', 'RPG']",Vidar,9.99,355370.0,Razbury Games,2017
98408,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MotoGP™17,49.99,561610.0,Milestone S.r.l.,2017
98410,Mihai Morosanu,"['Casual', 'Strategy']",Castle Defender,0.99,651520.0,Mihai Morosanu,2017
98411,Irisloft,"['Adventure', 'Casual', 'Indie', 'RPG']",Flood of Light,3.99,606480.0,Irisloft,2017
98412,Slitherine Ltd,['Simulation'],Carrier Deck,9.99,580720.0,Every Single Soldier,2017
98415,Rooftop Panda,"['Action', 'Indie']",Rocket Wars,7.99,627670.0,Archon Interactive,2017
98416,AmusedSloth,"['Action', 'Indie']",Gorescript,9.99,618690.0,Sergiu Bucur,2017
98417,Amused Sloth,"['Action', 'Indie']",Gorescript - Original Soundtrack,2.99,636530.0,Sergiu Bucur,2017
98418,SNK CORPORATION,['Action'],THE KING OF FIGHTERS XIV STEAM EDITION,59.99,571260.0,"SNK CORPORATION,Abstraction Games",2017
98419,Dovetail Games - Trains,['Simulation'],Train Simulator: Western Pacific GP35 Add-On,19.99,376971.0,Digital Train Model,2017
98420,Focus Home Interactive,"['Simulation', 'Sports']",Pro Cycling Manager 2017,29.99,525920.0,Cyanide Studio,2017
98421,SNK CORPORATION,['Action'],THE KING OF FIGHTERS XIV STEAM EDITION: UPGRADE PACK,19.99,590390.0,"SNK CORPORATION,Abstraction Games",2017
98422,Rain Games,['Indie'],Teslagrad - Soundtrack,1.99,650900.0,Rain Games,2017
98423,Dovetail Games - Trains,['Simulation'],TS Marketplace: DD35 Demonstrator Add-On,4.99,513116.0,Digital Train Model,2017
98424,Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Convair XB-46 Add-On,15.99,609829.0,Virtavia,2017
98426,Activision,"['Action', 'Adventure']",Call of Duty®: Black Ops III - Zombies Chronicles,29.99,581450.0,Treyarch,2017
98427,LongArm Interactive,"['Action', 'Indie']",Run Jump Die Repeat,0.99,650990.0,LongArm Interactive,2017
98428,Polygon Art,"['Action', 'Indie']",Facility - Donation DLC,1.99,653000.0,Polygon Art,2017
98429,CivilSavages,"['Action', 'Indie', 'Early Access']",Goodbye My King,6.99,647410.0,CivilSavages,2017
98431,Foolish Mortals Games,"['Action', 'Indie']",Lazer Cops,6.99,624050.0,Foolish Mortals Games,2017
98432,Lightray Games,"['Action', 'Indie']",Lord of Djinn,2.99,492100.0,Lightray Games,2016
98433,Vadjra,"['Action', 'Indie']",Scrollonoid,9.99,625160.0,Vadjra,2017
98434,Asmodee Digital,"['RPG', 'Strategy']",Pathfinder Adventures - Epic and Legendary Cards 1,4.99,539595.0,"Obsidian Entertainment, Inc.",2017
98436,"Parsec Productions, LLC","['Casual', 'Indie']",Chromaestro,3.99,652200.0,"Parsec Productions, LLC",2016
98437,"Digital Cookie Co., Ltd.","['Action', 'Adventure', 'RPG']",Delphinia Chronicle,4.99,613410.0,"Digital Cookie Co., Ltd.",2017
98438,"Digital Cookie Co., Ltd.","['Action', 'Adventure', 'RPG']",Delphinia Chronicle - 800 Cash,4.99,615981.0,"Digital Cookie Co., Ltd.",2017
